identifier	gene_name	chromosome	status	n_obs	molecular_weight	gravy	pI	description
AT2G39705.1	Q8S8S3	2	not observed	0	9.889251199999995	-0.6781609195402297	10.536535453796386	ROTUNDIFOLIA like 8
AT2G39782.1	B3H4S8	2	not observed	0	18.272850800000004	-0.4654088050314471	9.43676929473877	hypothetical protein
AT2G39865.1	B3H7G8	2	not observed	0	5.261994699999998	-0.004166666666666578	9.297259712219237	transmembrane protein
AT2G39880.1	MYB25	2	not observed	0	40.911891000000075	-0.6613079019073571	7.9795259475708	myb domain protein 25
AT2G39950.1	O04198	2	not observed	0	68.18679150000041	-0.30157232704402526	5.350788688659668	flocculation protein
AT2G39975.1	Q3EBJ4	2	not observed	0	13.867486699999983	-0.2335999999999999	4.86043872833252	hypothetical protein
AT2G40004.1	F4IG33	2	not observed	0	5.354354900000001	0.8270833333333337	7.638558006286622	transmembrane protein
AT2G40050.1	O04208	2	not observed	0	70.71006580000028	-0.16715927750410559	6.888283348083497	Cysteine/Histidine-rich C1 domain family protein
AT2G40113.1	Q58FY6	2	not observed	0	19.0489319	-0.07337278106508892	9.859746360778807	Pollen Ole e 1 allergen and extensin family protein
AT2G40165.1	A0A1P8AXR7	2	not observed	0	10.661294899999994	0.06100000000000001	9.555842399597168	hypothetical protein
AT2G40205.1		2	not observed	0	3.4283049000000005	-2.6239999999999997	11.999967765808105	Ribosomal protein L41 family
AT2G40210.1	Q9XEF1	2	not observed	0	42.413741600000044	-0.6881401617250673	8.923858833312988	AGAMOUS-like 48
AT2G40220.1	ABI4	2	not observed	0	35.67054709999999	-0.7155487804878049	6.189561653137207	Integrase-type DNA-binding superfamily protein
AT2G40350.1	DRE2H	2	not observed	0	17.791399300000002	-0.6337579617834402	10.01711368560791	Integrase-type DNA-binding superfamily protein
AT2G40440.1		2	not observed	0	10.022439599999995	-0.021111111111111115	5.1806127548217775	BTB/POZ domain protein
AT2G40500.1	O22885	2	not observed	0	33.90656470000002	-0.39220338983050873	6.891409492492676	Protein kinase superfamily protein
AT2G40530.1	PCP15	2	not observed	0	11.37270899999999	-0.3485714285714285	5.51698589324951	transmembrane protein
AT2G40560.1	O22879	2	not observed	0	34.93647270000004	-0.45412541254125394	5.783219718933105	Protein kinase superfamily protein
AT2G40670.1	ARR16	2	not observed	0	18.268171700000003	-0.060365853658536556	6.430900001525878	response regulator 16
AT2G40710.1	F4II26	2	not observed	0	10.543300099999993	0.39354838709677437	7.005769538879394	hemolysin-III related integral membrane protein
AT2G40711.1	Q1G3R8	2	not observed	0	12.330236299999994	-0.5276190476190477	10.072363090515136	hypothetical protein
AT2G40715.1	A0A1P8B312	2	not observed	0	14.665854999999981	-0.15312499999999998	8.906581306457518	hypothetical protein
AT2G40740.1	WRK55	2	not observed	0	32.48845330000005	-0.5263698630136987	7.68721218109131	WRKY DNA-binding protein 55
AT2G40745.1	Q84X46	2	not observed	0	15.576424599999987	-0.267153284671533	4.652976417541503	hypothetical protein
AT2G40750.1	WRK54	2	not observed	0	38.644864700000106	-0.8156069364161844	5.22960796356201	WRKY DNA-binding protein 54
AT2G40790.1	CXXS2	2	not observed	0	17.313967899999984	-0.2584415584415586	8.98497486114502	C-terminal cysteine residue is changed to a serine 2
AT2G40910.1	FB130	2	not observed	0	51.30800020000005	-0.16748329621380878	7.493504905700684	F-box and associated interaction domains-containing protein
AT2G40925.1	FB131	2	not observed	0	46.55000430000001	-0.11985111662531032	9.017918205261232	F-box and associated interaction domains-containing protein
AT2G40955.1	Q8S8T7	2	not observed	0	80.17026650000051	-0.6695139911634741	9.265347862243651	hypothetical protein
AT2G41082.1	B3H603	2	not observed	0	3.9978556	0.6852941176470589	6.511497688293456	hypothetical protein
AT2G41105.1	A0A1P8B1C5	2	not observed	0	7.8197464999999955	0.0887323943661971	4.367303657531737	hypothetical protein
AT2G41130.1	BH106	2	not observed	0	27.97750390000002	-0.4154150197628463	7.6827787399292005	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT2G41170.1	FB132	2	not observed	0	43.48383810000006	-0.6967654986522911	8.787250328063966	F-box family protein
AT2G41225.1	B3H4R0	2	not observed	0	7.388109600000002	1.2507462686567161	6.805923652648925	transmembrane protein
AT2G41230.1	ORS1	2	not observed	0	9.627676199999987	0.8715909090909087	6.523149681091309	ORGAN SIZE-like protein
AT2G41231.1	F4IJY5	2	not observed	0	12.247474499999983	-0.9086538461538467	11.999967765808105	transmembrane protein
AT2G41240.1	BH100	2	not observed	0	27.216352600000015	-0.5057851239669424	5.904627799987793	basic helix-loop-helix protein 100
AT2G41355.1	A0A1P8AXW5	2	not observed	0	7.041417899999996	0.20169491525423724	7.940844917297363	hypothetical protein
AT2G41360.1	FBK42	2	not observed	0	42.70950249999998	-0.20670241286863292	8.569669532775883	galactose oxidase/kelch repeat protein
AT2G41375.1	A0A1P8AXS6	2	not observed	0	6.973134200000001	0.2876923076923076	10.284399604797361	hypothetical protein
AT2G41417.1	A0A1P8AZY1	2	not observed	0	7.2192484000000015	-0.07812500000000006	9.855684852600099	hypothetical protein
AT2G41445.1	B3H6S6	2	not observed	0	26.516486900000004	-0.7678414096916297	9.330396461486817	agamous-like MADS-box protein
AT2G41473.1	F4IKW4	2	not observed	0	10.938896699999985	-0.28131868131868115	9.664987373352051	F-box family protein
AT2G41505.1	A0A1P8B1Q0	2	not observed	0	12.795286099999988	-0.1311320754716982	10.187374687194826	hypothetical protein
AT2G41515.1	A0A1P8AYP2	2	not observed	0	30.552279500000036	-0.2104247104247105	9.54591426849365	hypothetical protein
AT2G41590.1	O22221	2	not observed	0	42.89005900000011	-0.5675749318801091	9.109914588928223	Ta11-like non-LTR retrotransposon
AT2G41905.1	Q3EBI2	2	not observed	0	5.8588877	1.0885245901639344	5.894680976867675	transmembrane protein
AT2G41920.1	P93753	2	not observed	0	37.07507140000008	-0.4915094339622638	6.996732139587402	Protein kinase superfamily protein
AT2G41930.1	P93752	2	not observed	0	39.39539060000001	-0.3316239316239317	9.067752265930174	Protein kinase superfamily protein
AT2G41997.1	DF108	2	not observed	0	9.69229459999999	0.18876404494382043	8.630914497375489	low-molecular-weight cysteine-rich 51
AT2G42005.1	AVT3B	2	not observed	0	44.961193800000046	0.8176755447941895	8.0708776473999	Transmembrane amino acid transporter family protein
AT2G42065.1	A0A1P8AYV4	2	not observed	0	24.34224800000002	-1.1352380952380954	9.457914924621583	DnaJ domain protein
AT2G42110.1	O23683	2	not observed	0	15.686853599999992	-0.8489051094890516	10.731423377990723	hypothetical protein
AT2G42140.1	VQ17	2	not observed	0	19.49657129999999	-0.7529069767441865	6.4490884780883775	VQ motif-containing protein
AT2G42180.1	Q84RF6	2	not observed	0	19.515875500000003	-0.5620481927710845	6.6551298141479505	cotton fiber protein
AT2G42260.1	PYM	2	not observed	0	28.73047540000002	-0.6714285714285714	10.903102684020993	uv-b-insensitive 4
AT2G42340.1	Q5BPR7	2	not observed	0	22.904821999999992	-0.4190476190476195	8.96653690338135	hypothetical protein
AT2G42440.1	LBD17	2	not observed	0	27.387035500000025	-0.5991803278688528	5.971982002258301	Lateral organ boundaries (LOB) domain family protein
AT2G42455.1	A0A1P8B135	2	not observed	0	11.794703699999987	-0.39999999999999997	9.818551063537598	MATH domain/coiled-coil protein
AT2G42460.1	MCC06	2	not observed	0	34.20327020000005	-0.36588628762541814	9.288620948791504	MATH domain/coiled-coil protein
AT2G42465.1	MCC07	2	not observed	0	47.195104600000064	-0.4997590361445781	5.745308113098145	MATH domain/coiled-coil protein
AT2G42470.1	MCC08	2	not observed	0	35.3900288	-0.3049342105263159	5.028568458557129	TRAF-like family protein
AT2G42475.1	MCC09	2	not observed	0	42.22902850000004	-0.6974930362116989	5.910993766784667	MATH domain/coiled-coil protein
AT2G42480.1	MCC10	2	not observed	0	42.64663240000007	-0.6418918918918922	4.822015571594237	MATH domain/coiled-coil protein
AT2G42510.1	F4IN40	2	not observed	0	59.49460780000011	-0.7317669172932328	4.907501411437988	survival motor neuron interacting protein
AT2G42550.1	Q9SIN4	2	not observed	0	38.772873499999996	-0.2244186046511629	8.931530570983888	Protein kinase superfamily protein
AT2G42730.1	FBL39	2	not observed	0	51.58688520000002	-0.061269146608315006	9.418718147277833	F-box/FBD/LRR protein
AT2G42865.1	A0A1P8B188	2	not observed	0	9.822111099999994	-1.0365853658536588	5.226595497131346	hypothetical protein
AT2G42870.1	PAR1	2	not observed	0	13.150625799999986	-0.5813559322033907	4.9254056930541985	phy rapidly regulated 1
AT2G42900.1	Q9SJG7	2	not observed	0	31.202242200000025	-0.28514492753623183	9.25284099578857	Plant basic secretory protein (BSP) family protein
AT2G42920.1	PP200	2	not observed	0	62.65578250000015	0.020214669051878423	5.483848762512206	Pentatricopeptide repeat (PPR-like) superfamily protein
AT2G42955.1	F4IQ44	2	not observed	0	24.66717520000002	-0.331455399061033	7.057720375061035	F-box/LRR protein
AT2G43000.1	NAC42	2	not observed	0	31.455974700000024	-0.7905454545454547	8.235594367980958	NAC domain containing protein 42
AT2G43060.1	IBH1	2	not observed	0	17.824472299999993	-0.6743589743589745	10.407082939147948	ILI1 binding bHLH 1
AT2G43220.1	Q9ZW73	2	not observed	0	62.43675960000013	-0.41356877323420055	6.420668983459472	Cysteine/Histidine-rich C1 domain family protein
AT2G43255.1	F4IQ91	2	not observed	0	24.071463600000023	0.0014018691588785952	7.056072044372558	O-acyltransferase WSD1-like protein
AT2G43260.1	FBL40	2	not observed	0	48.962406100000024	-0.23952380952380972	9.13641109466553	F-box and associated interaction domains-containing protein
AT2G43270.1	F4IR26	2	not observed	0	44.54075920000004	-0.16795865633074955	5.980678367614746	F-box and associated interaction domains-containing protein
AT2G43390.1	Q5BPR6	2	not observed	0	13.645695299999986	-0.697368421052632	9.92485942840576	hypothetical protein
AT2G43440.1	FB350	2	not observed	0	46.19160170000003	-0.242892768079801	8.538982582092284	F-box and associated interaction domains-containing protein
AT2G43445.1	FBK44	2	not observed	0	46.71921790000003	-0.2071604938271606	8.593909645080569	F-box and associated interaction domains-containing protein
AT2G43450.1	O22859	2	not observed	0	8.514722599999995	-0.31232876712328766	7.876956748962403	hypothetical protein
AT2G43465.1	F4IR54	2	not observed	0	43.75496300000005	-0.14613402061855663	6.031890296936035	RNA-binding ASCH domain protein
AT2G43470.1	F4IR55	2	not observed	0	24.04776220000003	-0.5600000000000004	6.2118425369262695	zinc finger CCCH domain protein%2C putative (DUF3755)
AT2G43730.1	JAL24	2	not observed	0	25.948209900000016	-0.5276785714285716	9.037323188781738	Mannose-binding lectin superfamily protein
AT2G43740.1	JAL25	2	not observed	0	35.584876200000025	-0.5605177993527507	9.068461418151855	Mannose-binding lectin superfamily protein
AT2G43745.1	JAL26	2	not observed	0	15.488042400000001	-0.2624999999999998	4.482573127746583	jacalin lectin-like protein
AT2G43865.1	Q1G3R3	2	not observed	0	10.974620299999986	-0.4445544554455447	11.931824684143066	hypothetical protein
AT2G43930.1	F4IT19	2	not observed	0	24.66933850000002	-0.3452830188679244	9.631399345397949	Protein kinase superfamily protein
AT2G43960.1	Q58FX2	2	not observed	0	50.84612900000012	-0.33710407239819024	6.406345558166504	SWAP (Suppressor-of-White-APricot)/surp domain-containing protein
AT2G44030.1	FBK45	2	not observed	0	42.859583600000015	-0.24736842105263207	6.10345058441162	Galactose oxidase/kelch repeat superfamily protein
AT2G44090.1	O80579	2	not observed	0	64.11554260000023	-0.07010309278350557	5.2694520950317365	Ankyrin repeat family protein
AT2G44175.1	Q3EBG4	2	not observed	0	12.954316099999993	-0.8304347826086961	4.48910961151123	Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT2G44195.1	Q1PEU6	2	not observed	0	18.4138028	-0.6909677419354843	9.216545295715331	pre-mRNA splicing factor domain-containing protein
AT2G44198.1	B3H503	2	not observed	0	3.4319535000000005	0.23124999999999996	4.74920482635498	hypothetical protein
AT2G44220.1	F4IT63	2	not observed	0	45.9677576	-0.538709677419355	9.663246726989748	NEP-interacting protein (DUF239)
AT2G44280.1	Q8L7S2	2	not observed	0	50.94844440000002	0.6651515151515154	8.126513862609862	Major facilitator superfamily protein
AT2G44330.1	O64867	2	not observed	0	19.768698599999997	-0.2583333333333334	4.0500284194946286	RING/U-box superfamily protein
AT2G44340.1	VQ18	2	not observed	0	20.8985922	-0.9351063829787233	8.688807106018068	VQ motif-containing protein
AT2G44400.1	O64874	2	not observed	0	16.07329999999999	-0.26917808219178097	8.583917045593264	Cysteine/Histidine-rich C1 domain family protein
AT2G44578.1	A8MS73	2	not observed	0	16.644530199999984	0.15793103448275853	9.198042869567871	RING/U-box superfamily protein
AT2G44581.1	B3H6J7	2	not observed	0	16.781497299999984	-0.019310344827586347	9.02842655181885	RING/U-box superfamily protein
AT2G44700.1	FBK48	2	not observed	0	41.88539370000001	-0.24402173913043504	6.888794898986817	Galactose oxidase/kelch repeat superfamily protein
AT2G44735.1	F4IV13	2	not observed	0	42.300761400000034	-0.14904632152588576	7.944068336486817	transmembrane protein
AT2G44800.1	F4IV21	2	not observed	0	40.01227010000004	-0.18431372549019612	5.675566673278809	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT2G44810.1	PLA11	2	not observed	0	40.05715120000006	-0.3131652661064431	8.849268913269043	alpha/beta-Hydrolases superfamily protein
AT2G44900.1	ADLO1	2	not observed	0	100.64088490000073	-0.019784946236559044	5.969708442687988	ARABIDILLO-1
AT2G44925.1	B3H5E6	2	not observed	0	13.245174299999988	0.030769230769230722	9.332072639465334	hypothetical protein
AT2G44940.1	ERF34	2	not observed	0	31.98469270000003	-0.5396610169491524	4.916084098815917	Integrase-type DNA-binding superfamily protein
AT2G44990.1	CCD7	2	not observed	0	69.45180790000022	-0.4199029126213593	6.009836769104003	carotenoid cleavage dioxygenase 7
AT2G44993.1	A0A1P8B242	2	not observed	0	41.1139332	-0.9571428571428563	4.0500284194946286	hypothetical protein
AT2G45080.1	CCU21	2	not observed	0	25.818287000000023	-0.23738738738738743	8.219799613952638	cyclin p3%3B1
AT2G45120.1	ZAT4	2	not observed	0	35.853246600000055	-0.9726114649681518	5.206815528869628	C2H2-like zinc finger protein
AT2G45243.1	A0A1P8B292	2	not observed	0	3.133638600000001	0.382142857142857	11.999967765808105	hypothetical protein
AT2G45280.1	RA51C	2	not observed	0	40.21438440000008	-0.14793388429752063	5.794019126892089	RAS associated with diabetes protein 51C
AT2G45350.1	PP202	2	not observed	0	69.1850076000002	0.04959216965742249	6.779777717590332	Pentatricopeptide repeat (PPR) superfamily protein
AT2G45403.1	F4IG52	2	not observed	0	17.907091799999993	-1.2077922077922087	9.5350191116333	hypothetical protein
AT2G45405.1	A0A1P8AYD3	2	not observed	0	7.819023499999997	-1.2333333333333336	10.068366050720215	hypothetical protein
AT2G45410.1	LBD19	2	not observed	0	20.979783999999984	-0.23560209424083778	7.669364738464356	LOB domain-containing protein 19
AT2G45530.1	O64633	2	not observed	0	26.628908200000026	-0.2650000000000003	5.651807975769043	RING/U-box superfamily protein
AT2G45760.1	BAP2	2	not observed	0	22.992870999999987	-0.38019323671497585	9.381648826599118	BON association protein 2
AT2G45920.1	PUB37	2	not observed	0	46.02361280000006	-0.5647499999999996	9.140472602844238	U-box domain-containing protein
AT2G45930.1	O80826	2	not observed	0	26.950659500000008	-0.22259414225941432	8.683391761779784	hypothetical protein
AT2G45940.1	Q6RF49	2	not observed	0	40.244884500000005	-0.46278409090909084	6.458694267272949	hypothetical protein (DUF295)
AT2G46050.1	PP203	2	not observed	0	66.33448080000029	-0.04864406779661015	6.830648612976075	Pentatricopeptide repeat (PPR-like) superfamily protein
AT2G46130.1	WRK43	2	not observed	0	12.951674099999993	-0.934862385321101	9.570605659484862	WRKY DNA-binding protein 43
AT2G46190.1	O82350	2	not observed	0	23.928269900000014	-0.15523809523809534	7.545569419860841	Mitochondrial glycoprotein family protein
AT2G46308.1	B3H448	2	not observed	0	7.241480399999998	0.2677419354838708	10.364275932312012	transmembrane protein
AT2G46330.1	AGP16	2	not observed	0	7.601699099999999	0.9506849315068492	4.412320137023926	arabinogalactan protein 16
AT2G46360.1	Q9SKE3	2	not observed	0	11.68219679999999	-1.4000000000000004	9.471388816833496	hypothetical protein
AT2G46375.1	Q8S8G5	2	not observed	0	14.655807299999983	-0.7292682926829271	9.124677848815917	hypothetical protein
AT2G46455.1	F4II94	2	not observed	0	21.08337230000002	0.30053763440860204	6.581295967102051	OxaA/YidC-like membrane insertion protein
AT2G46460.1	Q9SKD4	2	not observed	0	18.955168099999998	-0.7956250000000005	9.24188137054443	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein
AT2G46493.1	AT21C	2	not observed	0	20.31546700000002	0.12717391304347817	7.978752326965332	RING/U-box superfamily protein
AT2G46494.1	AT21B	2	not observed	0	40.91832040000005	0.05828729281767944	9.01314754486084	RING/U-box superfamily protein
AT2G46495.1	AT21A	2	not observed	0	41.59047970000004	-0.010215053763440844	7.739106178283691	RING/U-box superfamily protein
AT2G46567.1	B3H5F1	2	not observed	0	4.255941399999998	-0.27499999999999986	9.517225837707517	hypothetical protein
AT2G46735.1	Q8VYU9	2	not observed	0	17.865992599999995	-0.7437500000000005	9.815521049499512	death domain associated protein
AT2G46765.1	A0A1P8AXW3	2	not observed	0	9.105347099999992	-1.2959459459459464	10.004606819152833	hypothetical protein
AT2G46970.1	PIL1	2	not observed	0	46.579253100000116	-0.7882211538461544	9.138731956481934	phytochrome interacting factor 3-like 1
AT2G46995.1	B3H5F0	2	not observed	0	4.044822799999999	0.9947368421052629	4.677019309997559	hypothetical protein
AT2G47460.1	MYB12	2	not observed	0	41.39333860000007	-0.7714285714285709	5.060341453552245	myb domain protein 12
AT2G47560.1	ATL64	2	not observed	0	25.473885400000007	-0.22246696035242292	6.997698402404786	RING/U-box superfamily protein
AT2G47700.1	RFI2	2	not observed	0	39.936436800000074	-0.7770949720670383	5.963569831848145	RING/U-box superfamily protein
AT2G47720.1	O82241	2	not observed	0	7.530491399999998	-0.1777777777777779	8.980591011047363	hypothetical protein
AT2G47844.1	B3H4R4	2	not observed	0	5.162010299999999	0.26249999999999996	5.497944831848144	hypothetical protein
AT2G47870.1	GRC12	2	not observed	0	11.260938199999991	0.06601941747572819	7.743766975402832	Thioredoxin superfamily protein
AT2G47885.1	A0A1P8AXS1	2	not observed	0	4.806437099999999	-0.2244444444444445	11.539018821716308	hypothetical protein
AT2G47920.1	NET3C	2	not observed	0	26.48843480000004	-0.8591111111111104	5.687161827087402	Kinase interacting (KIP1-like) family protein
AT2G47930.1	AGP26	2	not observed	0	13.982925999999985	0.5632352941176468	4.0500284194946286	arabinogalactan protein 26
AT2G47935.1	A0A1P8B1Y5	2	not observed	0	21.35268530000002	-0.4313131313131319	5.012141990661621	transmembrane protein
AT2G47950.1	O82262	2	not observed	0	14.02473569999999	-0.6898437500000001	4.0500284194946286	myelin transcription factor-like protein
AT2G48090.1	F4IN64	2	not observed	0	21.008826399999997	-0.7347593582887703	10.333266639709471	hypothetical protein
AT3G01030.1	F4IYD1	3	not observed	0	42.63005250000004	-0.7730458221024256	9.44972743988037	C2H2 and C2HC zinc fingers superfamily protein
AT3G01170.1	Q6NLZ8	3	not observed	0	23.85102360000002	0.10372093023255793	9.612832450866701	Ribosomal protein L34e superfamily protein
AT3G01175.1	F4J4Q8	3	not observed	0	67.90899750000023	-0.3339688041594454	5.183170509338377	transmembrane protein
AT3G01319.1	B3H428	3	not observed	0	5.434282599999999	-0.4478260869565219	8.836052894592285	hypothetical protein
AT3G01322.1	A8MQI0	3	not observed	0	11.919122999999985	0.31153846153846165	9.017531394958496	ECA1-like gametogenesis related family protein
AT3G01326.1	A8MRE2	3	not observed	0	11.248425999999986	0.6019801980198018	8.603193092346196	ECA1 gametogenesis related family protein
AT3G01330.1	E2FF	3	not observed	0	39.998725100000016	-0.6319209039548025	8.788152885437015	DP-E2F-like protein 3
AT3G01345.1	Q3EBD7	3	not observed	0	52.200140500000096	0.23690987124463497	10.011053657531736	Expressed protein
AT3G01415.1	A0A1I9LSK1	3	not observed	0	20.643534300000017	0.8174863387978143	7.50424747467041	tubulin-tyrosine ligase
AT3G01475.1	A0A1I9LTC6	3	not observed	0	11.726878499999987	0.4278846153846153	9.517612648010253	hypothetical protein
AT3G01516.1	Q6NLE5	3	not observed	0	21.019520000000007	-0.7026737967914444	8.547750282287598	transmembrane protein
AT3G01572.1	B3H495	3	not observed	0	4.011685099999999	0.6729729729729732	5.279569435119628	hypothetical protein
AT3G01730.1	Q9S7S5	3	not observed	0	9.052507599999993	0.4620689655172416	4.8957925796508786	transmembrane protein
AT3G01880.1	Q9S7Q5	3	not observed	0	66.53042560000019	-0.22381756756756815	8.941587638854983	vacuolar sorting-associated protein (DUF946)
AT3G01940.1	Q9S7L7	3	not observed	0	7.504065999999995	1.4057142857142852	8.064301872253417	transmembrane protein%2C putative (DUF 3339)
AT3G01950.1	Q9S721	3	not observed	0	7.5760107999999935	1.2199999999999995	6.8091634750366214	peroxidase (DUF 3339)
AT3G01960.1	Q9S839	3	not observed	0	15.566630899999994	-0.5405797101449278	8.773325157165527	hypothetical protein
AT3G01961.1	B3H711	3	not observed	0	6.2899631000000005	-0.7035714285714288	8.842370796203614	hypothetical protein
AT3G02000.1	GRXC7	3	not observed	0	14.201461499999986	0.4772058823529411	6.8819173812866214	Thioredoxin superfamily protein
AT3G02125.1	Q1PET7	3	not observed	0	40.03539250000011	-0.9783098591549297	5.223810386657713	pinin-like protein
AT3G02240.1	GLV4	3	not observed	0	11.971678899999993	-0.5735294117647058	9.396347618103025	root meristem growth factor-like protein
AT3G02242.1	GLV8	3	not observed	0	12.67072059999999	-0.5027027027027027	9.858521461486816	root meristem growth factor-like protein
AT3G02245.1	A0A178VM33	3	not observed	0	11.873071699999986	-0.40188679245283027	10.591526985168457	transmembrane protein
AT3G02255.1	A0A1I9LNA3	3	not observed	0	6.919802100000001	-0.5967213114754097	6.236794853210449	hypothetical protein
AT3G02390.1	F4J8E0	3	not observed	0	6.570430300000002	-1.0403508771929826	10.104017066955567	hypothetical protein
AT3G02493.1	Q6X5U1	3	not observed	0	5.472617399999999	-0.7133333333333332	10.29671306610107	ROTUNDIFOLIA like 19
AT3G02555.1	Q8LF93	3	not observed	0	17.74398989999998	-0.41543209876543197	9.541401481628416	hypothetical protein
AT3G02590.1	SC5D2	3	not observed	0	33.11054080000005	0.23584229390680947	6.864695167541504	Fatty acid hydroxylase superfamily protein
AT3G02645.1	Y3264	3	not observed	0	61.39797120000016	-0.16124763705104034	5.536936378479003	transmembrane protein%2C putative (DUF247)
AT3G02673.1	A0A1I9LQ91	3	not observed	0	2.5479387	0.009090909090909139	4.0500284194946286	hypothetical protein
AT3G02677.1	A0A1I9LQ93	3	not observed	0	11.137493099999986	-0.8806122448979592	11.004704856872557	hypothetical protein
AT3G02800.1	DSP3	3	not observed	0	23.509980900000002	-0.3935960591133005	8.629109382629395	Tyrosine phosphatase family protein
AT3G02940.1	Q9LDI5	3	not observed	0	36.62750800000008	-0.751401869158879	6.19598445892334	myb domain protein 107
AT3G02960.1	HIP8	3	not observed	0	27.87250130000003	-1.094308943089432	9.345804405212402	Heavy metal transport/detoxification superfamily protein
AT3G02975.1	A0A1I9LTE5	3	not observed	0	11.066802399999995	0.06078431372549018	9.373719215393066	hypothetical protein
AT3G03020.1	Q8GUN0	3	not observed	0	7.6633798999999945	-0.4	6.88845386505127	hypothetical protein
AT3G03272.1	A7RED5	3	not observed	0	12.754525199999986	0.4958333333333333	4.214861488342286	prolamin-like protein (DUF1278)
AT3G03280.1	Q9M9P6	3	not observed	0	18.244701599999992	-0.31807228915662655	6.514339637756348	hypothetical protein
AT3G03360.1	FBL42	3	not observed	0	42.05379210000007	-0.01436314363143626	8.887563133239748	F-box/RNI-like superfamily protein
AT3G03400.1	CML33	3	not observed	0	15.067780999999991	-0.232846715328467	4.3991903305053714	EF hand calcium-binding protein family
AT3G03405.1	F4J135	3	not observed	0	22.109437800000006	-0.31709844559585487	9.431611824035645	F-box associated ubiquitination effector family protein
AT3G03410.1	CML34	3	not observed	0	14.73133179999999	-0.26946564885496177	4.259821128845215	EF hand calcium-binding protein family
AT3G03510.1	Y3351	3	not observed	0	51.92658210000009	-0.1795604395604396	6.585104179382324	Phototropic-responsive NPH3 family protein
AT3G03726.1	F4J173	3	not observed	0	33.0707604	0.02941176470588229	5.355563163757325	F-box/kelch-repeat protein%2C putative (DUF295)
AT3G03730.1	KIB4	3	not observed	0	44.835857199999985	-0.2730279898218832	8.711564445495604	F-box/kelch-repeat protein%2C putative (DUF295)
AT3G03776.1	F4J2C0	3	not observed	0	17.783222299999984	-0.8878205128205119	9.41620388031006	hydroxyproline-rich glycoprotein family protein
AT3G03820.1	Q9SRV9	3	not observed	0	10.449075399999996	-0.03958333333333337	9.516194343566895	SAUR-like auxin-responsive protein family
AT3G03826.1	B3H4D2	3	not observed	0	8.545253599999999	0.5226666666666665	8.225537300109863	transmembrane protein
AT3G03830.1	SAU28	3	not observed	0	10.283901099999996	-0.04130434782608698	9.30054759979248	SAUR-like auxin-responsive protein family
AT3G03840.1	Q9SRW1	3	not observed	0	10.414962999999995	0.032631578947368386	8.851654243469238	SAUR-like auxin-responsive protein family
AT3G03847.1	Q3EBC5	3	not observed	0	14.516554299999987	-0.1656488549618321	9.199783515930175	SAUR-like auxin-responsive protein family
AT3G03850.1	Q6NMM4	3	not observed	0	10.199801199999994	0.023655913978494612	9.032101249694826	SAUR-like auxin-responsive protein family
AT3G04181.1	B3H4V9	3	not observed	0	10.887964099999994	-0.48265306122448987	5.877629280090332	hypothetical protein
AT3G04184.1	B3H617	3	not observed	0	5.8805592	-0.3679245283018867	5.27041835784912	hypothetical protein
AT3G04250.1	Q9M8Y1	3	not observed	0	34.38413950000002	-0.5068493150684934	9.136926841735843	F-box associated ubiquitination effector family protein
AT3G04270.1	F4J3M3	3	not observed	0	6.675971200000002	-0.45593220338983037	9.723266792297363	two-component response regulator ARR22-like protein
AT3G04310.1	Q9M8Y7	3	not observed	0	30.806515200000007	-0.5278810408921931	7.560631752014161	transmembrane protein
AT3G04330.1	KTI7	3	not observed	0	22.913823700000005	-0.31980198019801986	5.904627799987793	Kunitz family trypsin and protease inhibitor protein
AT3G04390.1	Q9M847	3	not observed	0	8.575757899999997	-0.0012658227848102008	8.068105506896973	Aldehyde oxidase/xanthine dehydrogenase%2C molybdopterin binding protein
AT3G04410.1	Q9M846	3	not observed	0	8.725450399999998	-0.8736842105263157	4.6430864334106445	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
AT3G04430.1	Q9M844	3	not observed	0	22.505736499999994	-0.7732323232323234	5.607303047180175	NAC domain containing protein 49
AT3G04443.1	A0A1I9LLJ8	3	not observed	0	11.214422299999992	-0.24693877551020404	9.6788480758667	hypothetical protein
AT3G04530.1	PPCK2	3	not observed	0	31.198417200000044	-0.1618705035971222	5.115645790100097	phosphoenolpyruvate carboxylase kinase 2
AT3G04735.1	RLF21	3	not observed	0	11.950932799999986	-0.2895238095238096	9.798436927795407	RALF-like 21
AT3G04854.1	B3H6R6	3	not observed	0	4.059772600000001	0.8277777777777778	6.505643272399902	hypothetical protein
AT3G04855.1	B3H4X9	3	not observed	0	5.187974400000001	-1.1477272727272725	9.9959680557251	hypothetical protein
AT3G04900.1	HIP42	3	not observed	0	23.04252029999997	-0.3817307692307692	8.83083095550537	Heavy metal transport/detoxification superfamily protein
AT3G04903.1	DF317	3	not observed	0	9.847728399999998	0.22298850574712642	8.138376045227051	Defensin-like (DEFL) family protein
AT3G04990.1	Q9CAW3	3	not observed	0	26.308820500000028	-0.9180616740088111	5.8874624252319325	intracellular protein transporter
AT3G05080.1	Q9MAB1	3	not observed	0	4.0677108	-0.66	9.871673011779784	hypothetical protein
